id,Workplaces,College,School,Places,Gender
1562,works at ban học tập - nghiên cứu khoa học - quan hệ quốc tế đoàn trường ueh,studies at ueh - trường đại học kinh tế tp.hcm,no schools to show,"buôn ma thuột, đắc lắk, vietnam",female
1563,no workplaces to show,no schools to show,no schools to show,"can tho|angiang, an giang, vietnam",male
1564,no workplaces to show,no schools to show,no schools to show,vung tau,female
1565,no workplaces to show,studies 👩‍⚕️bác sĩ đa khoa at trường đại học y dược cần thơ,no schools to show,"can tho|rach gia, vietnam|thị trấn tân hiệp",female
1566,no workplaces to show,studied at khoa dược - đại học nguyễn tất thành,no schools to show,"binh thanh, hồ chí minh, vietnam|ho chi minh city, vietnam",female
1567,no workplaces to show,studied english at ho chi minh city university of education,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,female
1568,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam|tra vinh",female
1569,works at webdev studios|works at webdev studios,"studies công nghệ thông tin at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt số 1 phù mỹ,"ho chi minh city, vietnam",female
1570,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1571,no workplaces to show,"studies at trường đại học khoa học tự nhiên, đại học quốc gia thành phố hồ chí minh",went to thpt tran van quan,long dien|long dien,notknown
1572,works at bidv insurance corporation,no schools to show,no schools to show,da lat|da lat,male
1573,no workplaces to show,no schools to show,went to thcs lam son 2 - quan 6,no places to show,male
1574,no workplaces to show,studied at đoàn trường thpt hồng ngự 2,no schools to show,hồng ngự|hồng ngự,notknown
1575,no workplaces to show,studied at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm|studied at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,"went to thpt  chuyên lương thế vinh, biên hòa, đồng nai|went to thpt  chuyên lương thế vinh, biên hòa, đồng nai",biên hòa|biên hòa,female
1576,no workplaces to show,studies at học viện báo chí và tuyên truyền,no schools to show,"từ sơn|thanh oai, ha son binh, vietnam",notknown
1577,no workplaces to show,studies at trường đại học bách khoa - đh quốc gia tp.hcm|studies at trường đại học bách khoa - đh quốc gia tp.hcm,went to trường thcs và thpt nguyễn khuyến|went to trường thcs và thpt nguyễn khuyến,"tánh linh, bình thuận, vietnam|tánh linh, bình thuận, vietnam",male
1578,bác sĩ đa khoa at hậu giang province,no schools to show,no schools to show,no places to show,female
1579,no workplaces to show,no schools to show,no schools to show,"angiang, an giang, vietnam|phú an",notknown
1580,no workplaces to show,studied at thcs phú lâm,no schools to show,"phú lâm, an giang, vietnam|angiang, an giang, vietnam",female
1581,hiệp hội xã hội đen|hiệp hội xã hội đen|hiệp hội xã hội đen|hiệp hội xã hội đen,no schools to show,went to khoa học tự nhiên,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
1582,no workplaces to show,no schools to show,no schools to show,no places to show,male
1583,no workplaces to show,studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm|studies at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,"went to thcs trần nhân tông - diên khánh, khánh hòa|went to thcs trần nhân tông - diên khánh, khánh hòa","nha trang|khanh hoa, khánh hòa, vietnam",male
1584,former contestant at acm-icpc,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",went to đoàn trường thpt phú nhuận,no places to show,notknown
1585,no workplaces to show,studied at trường đại học tài chính - marketing,went to thpt đốc binh kiều,cai lay,female
1586,no workplaces to show,no schools to show,went to trường trung học phổ thông tân châu|went to trường trung học phổ thông tân châu,"kuala lumpur, malaysia|tân châu",male
1587,no workplaces to show,studies at khoa cơ khí iuh - đh công nghiệp tp.hcm,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
1588,free lance model at dáng - days of art n glamour|free lance model at dáng - days of art n glamour|free lance model at dáng - days of art n glamour|free lance model at dáng - days of art n glamour|free lance model at dáng - days of art n glamour|free lance model at dáng - days of art n glamour,studies international relation- quan hệ quốc tế at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,"went to thpt mạc đĩnh chi,q.6-tp.hcm|went to thpt mạc đĩnh chi,q.6-tp.hcm",no places to show,male
1589,"worked at thpt lý thường kiệt, hòa thành tây ninh","studies data science at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh","went to thpt lý thường kiệt, hòa thành tây ninh",tây ninh|tây ninh,male
1590,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1591,no workplaces to show,no schools to show,no schools to show,"phu vinh, an giang, vietnam|tân châu",notknown
1592,no workplaces to show,no schools to show,no schools to show,no places to show,female
1593,moreh corp|moreh corp|moreh corp|moreh corp|moreh corp|moreh corp,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm","went to trường trung học phổ thông nguyễn thượng hiền, thành phố hồ...|went to trường trung học phổ thông nguyễn thượng hiền, thành phố hồ...","ho chi minh city, vietnam|ho chi minh city, vietnam",male
1594,works at trường thpt nguyễn khuyến - bình phước,no schools to show,went to thpt nguyễn khuyến - bình phước,"ho chi minh city, vietnam|binh phuoc, vietnam",male
1595,faker at hội cựu học sinh hồng ngự 3|faker at hội cựu học sinh hồng ngự 3,no schools to show,went to trường thpt hồng ngự 3,hồng ngự,male
1596,works at dustin place,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
1597,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to phù cát 1,"ho chi minh city, vietnam|quận tân bình, tp. hồ chí minh",male
1598,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
1599,works at đoàn - hội khoa toán kinh tế|works at đoàn - hội khoa toán kinh tế,studied at trường thpt tây thạnh|studied at trường thpt tây thạnh|studied at trường thpt tây thạnh,no schools to show,no places to show,female
1600,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1601,no workplaces to show,no schools to show,no schools to show,tra vinh,female
1602,no workplaces to show,no schools to show,went to thpt nguyễn thái bình - tphcm,"ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
1603,no workplaces to show,"studies at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",went to thpt chuyên bạc liêu,bac lieu|bac lieu,male
1604,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
1605,works at vng zingplay game studios careers|works at vng zingplay game studios careers|works at vng zingplay game studios careers|works at vng zingplay game studios careers|works at vng zingplay game studios careers,studied chuyên tin at trường thpt chuyên lê quý đôn ninh thuận,no schools to show,"phan rang-tháp chàm, ninh thuận, vietnam",male
1606,no workplaces to show,no schools to show,went to truong thpt thi tran cho vam,"ap binh duong (1), vietnam|angiang, an giang, vietnam",female
1607,video editor at thaco group,studied at fpt arena multimedia vietnam,no schools to show,"ho chi minh city, vietnam|gò công",male
1608,singer at hát rong,studied thạc sĩ khoa học công nghệ thông tin at massachusetts institute of technology (mit)|studied thạc sĩ khoa học công nghệ thông tin at massachusetts institute of technology (mit),went to thpt tiểu la - thăng bình - quảng nam,"taipei, taiwan|da nang, vietnam",female
1609,no workplaces to show,studies at trường đại học tài chính - marketing,went to trường thpt nguyễn văn thoại,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
1610,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1611,no workplaces to show,studies at đại học bách khoa tphcm,went to trường thpt nguyễn văn linh - bình thuận,no places to show,notknown
1612,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,female
1613,nhà phân phối at amway việt nam,studied at cao đẳng fpt polytechnic,"went to thpt tân châu, tân châu, an giang",can tho|tân châu,male
1614,no workplaces to show,no schools to show,no schools to show,tân châu,female
1615,tân châu,no schools to show,"went to thpt tân châu, tân châu, an giang","angiang, an giang, vietnam",female
1616,no workplaces to show,no schools to show,no schools to show,"ap binh duong (1), vietnam|tân châu",female
1617,y khoa tại đại học võ trường toản|y khoa tại đại học võ trường toản,no schools to show,no schools to show,can tho|hồng ngự,male
1618,reader at lifehouse tarot|reader at lifehouse tarot|reader at lifehouse tarot|reader at lifehouse tarot|reader at lifehouse tarot|reader at lifehouse tarot|reader at lifehouse tarot,studies kiến trúc at hiu - đại học quốc tế hồng bàng,went to trung tâm đào tạo thiết kế zest art,"ho chi minh city, vietnam|gongdong, guangxi, china",male
1619,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,male
1620,no workplaces to show,no schools to show,went to trường thcs & thpt long thạnh - kiên giang,"ho chi minh city, vietnam|gò quao",female
1621,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1622,no workplaces to show,no schools to show,no schools to show,no places to show,male
1623,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1624,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam|phú lâm, an giang, vietnam",male
1625,kon tum,studied nna at trường đại học sư phạm thành phố hồ chí minh - hcmue,no schools to show,kon tum,male
1626,no workplaces to show,studied at đại học giao thông vận tải tp hồ chí minh|studied at đại học giao thông vận tải tp hồ chí minh,no schools to show,"hoài ân|hoài ân, bình ðịnh, vietnam",notknown
1627,senior gold director tại học viên làm đẹp ori,no schools to show,went to trường thpt trần phú châu đức bà rịa vũng tàu,"ba ria|hue, vietnam",notknown
1628,no workplaces to show,no schools to show,no schools to show,no places to show,female
1629,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1630,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
1631,no workplaces to show,no schools to show,no schools to show,thu dau mot|hồng ngự,notknown
1632,no workplaces to show,no schools to show,no schools to show,"thuong phuoc, ðồng tháp, vietnam|hồng ngự",notknown
1633,no workplaces to show,no schools to show,"went to thpt tân châu, an giang",no places to show,female
1634,thực hành tịnh mật chuyên tu,no schools to show,goes to trường trung học phổ thông đức trí,tân châu|hồng ngự,male
1635,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",male
